question,answer_a,answer_b,answer_c,answer_correct,media,category
Do you have the right of way over the vehicle approaching from the left in this situation?,,,,Nie,3785.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you have to yield the right of way to the vehicle approaching from the left in this situation?,,,,Tak,3717.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you have to yield the right of way to the vehicle approaching from the right in this situation?,,,,Tak,L4T1_008.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"You intend to turn left, and the driver of the oncoming vehicle intends to go straight on. Do you have the right of way over him?",,,,Nie,L5T2_023.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you have to yield the right of way to the vehicle approaching from the left in this situation?,,,,Tak,L5T2_026.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Does this sign indicate that, after turning left at the intersection, you will continue moving on the major road?",,,,Tak,L5T2_034.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, when turning left, do you have to yield the right of way to oncoming vehicles going straight on?",,,,Tak,L5T2_039.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to turn right after making sure that you do not impede the movement of other road users?",,,,Tak,L5T2_043.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to turn left. Do you have the right of way over the vehicle approaching from the left?,,,,Tak,L5T2_029_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you have to yield the right of way to the vehicle approaching from the left in this situation?,,,,Tak,4104.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does the light signal being displayed allow you to go beyond the traffic lights in this situation?,,,,Nie,3569.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does the light signal displayed prohibit you from going beyond the traffic lights in this situation?,,,,Tak,3501.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, does the light signal displayed indicate that there is no collision with other road users when turning left?",,,,Tak,4004_1.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to go past the traffic lights in this situation?,,,,Tak,3521_1.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to make a U-turn at the intersection in this situation?,,,,Tak,4005_1.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to make a U-turn at the intersection in this situation?,,,,Nie,L4T2_012_b_1.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you required to stop the vehicle for the time needed by the pedestrian to freely reach the pavement?",,,,Tak,i7055_1.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to start driving once the pedestrians have walked onto the pavement?,,,,Tak,i7056_1.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to park the vehicle on the pavement on the right side at the distance of 11 meters from the sign indicating a bus stop?",,,,Nie,i3997_1.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to reverse beyond this information sign?,,,,Nie,3605.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
"In this situation, are you allowed to stop the vehicle in the bay?",,,,Nie,3624.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to stop and wait until the bus drives out of the bay?",,,,Nie,3903.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, in a built-up area, are you obliged to allow the bus driver to drive out of the bay onto the roadway?",,,,Tak,3816.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to occupy more than one lane?",,,,Nie,3857.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to park the vehicle on the roadway in this place?,,,,Nie,L6T1_030.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to stop the vehicle on the roadway in this place?,,,,Nie,L6T1_032.wmv,"A,B,C,D,T,A1,A2,B1,C1,D1"
"In a built-up area, on a two-way roadway with low traffic, are you allowed to park the vehicle at the left edge of the roadway?",,,,Tak,L6T1_039.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to park the vehicle in the cycle lane shown on the left side?,,,,Nie,L2T2_012_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to drive on the roadway occupying its entire width?",,,,Nie,L4T2_026_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"You intend to turn left. In this situation, are you obliged to approach the centre of the roadway?",,,,Tak,L5T1_009_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"On the presented two-way road, are you allowed to park the vehicle by the right edge of the roadway immediately past the pedestrian crossing?",,,,Nie,L6T1_013_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do traffic rules apply in a car park located in a traffic zone?,,,,Tak,L6T1_040_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, before changing the lane, are you obliged to use direction-indicator signal?",,,,Tak,3612.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, when changing the traffic lane, do you have priority over the vehicles moving in the left lane?",,,,Nie,3830.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, when changing the traffic lane, do you have the right of way over the vehicles moving in the right lane?",,,,Nie,3731.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to change the traffic lane without prior signaling of this manoeuvre?",,,,Nie,3613.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to make a U-turn on a road beyond this information sign?,,,,Nie,3604_3.wmv,"A,B,C,D,B1,C1,D1"
"In this situation, when changing to the left lane, are you obliged to give the right of way to the vehicle in that lane?",,,,Tak,L4T2_004.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, having changed the traffic lane, are you required to switch off the direction-indicator immediately?",,,,Tak,L4T2_004_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, having completed overtaking, are you obliged to return to the right traffic lane?",,,,Tak,3541.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to accelerate when you are being overtaken?,,,,Nie,3834.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to overtake the lorry?",,,,Nie,4121.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, before you start overtaking, are you obliged to make sure that the driver behind you has not started the same manoeuvre?",,,,Tak,4011.wmv,"A,B,C,D,T,A1,A2,B1,C1,D1"
"In this situation, are you allowed to overtake several vehicles at once?",,,,Tak,3537.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
"In this situation, are you obliged to exercise particular caution?",,,,Tak,L4T1_027.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
"In this situation, are you allowed to overtake the vehicle shown?",,,,Tak,L4T1_034.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
"In this situation, are you allowed to overtake the vehicle shown from the right side?",,,,Tak,L4T1_053.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
"In this situation, are you allowed to overtake the biker if this requires driving over a double solid line?",,,,Nie,L4T1_058.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to overtake the vehicle moving in the right lane?",,,,Tak,L4T1_066.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to exceed the permitted speed in order to complete the overtaking sooner?",,,,Nie,L2T2_008_b.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
"In this situation, are you allowed to overtake the bus?",,,,Tak,L4T1_027_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to use high beam lights in this situation?,,,,Nie,4100.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
Are you allowed to use high-beam lights in this situation?,,,,Nie,4002.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
"In this situation, are you required to signal your intention to cross this dotted line with the direction-indicator?",,,,Tak,L4T1_008_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you required to signal your intention to return to the right lane with the direction-indicator?",,,,Tak,L4T1_009_b.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to give way to the pedestrian?",,,,Tak,4077.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to stop the vehicle to let the pedestrian cross the street?",,,,Tak,3812.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, do you have the right of way over the pedestrians?",,,,Nie,3796.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to exercise particular caution?",,,,Tak,4171.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to give way to the pedestrians?",,,,Tak,3781.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to use the horn?",,,,Nie,3811.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to observe the cyclist's behaviour carefully?",,,,Tak,3558.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to exercise particular caution?",,,,Tak,L3T1_038.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you obliged to stop in front of this level crossing even when you are sure that no train is approaching?,,,,Tak,L3T1_002.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Is switching on the emergency lights and placing a warning triangle at the distance of 50-70 m behind the vehicle the right way to indicate that it has broken-down on a motorway?,,,,Nie,L6T1_043.wmv,"A,B,C,D,B1,C1,D1"
You intend to turn right. Do you have the right of way over the pedestrians?,,,,Nie,i7108_3.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you warned of a significant elevation of the road in this situation?,,,,Tak,3548.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Which of the following persons are exempted from the obligation to use safety belts when travelling in a passenger car?,Every passenger at the back seat of the vehicle.,Every passenger consuming a meal.,Woman with a visible pregnancy.,C,30005_2.jpg,"B,B1"
Do instructions and signs given by persons directing traffic have priority over road signs?,,,,Tak,30013_2.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to drive into the intersection without stopping in front of the line consisting of triangles?",,,,Tak,30018_2.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
To which of the following activities aren't you allowed to use a passenger car?,To pull a light trailer.,To tow another passenger car in the built-up area.,To pull children on a sleigh.,C,,"B,B1"
What distance from the preceding car are you required to keep when stopping in a traffic jam in a tunnel?,Not shorter than 3 metres.,Not shorter than 5 metres.,Not shorter than 10 metres.,B,,"B,B1"
Which of the following activities is prohibited while driving a vehicle?,Using a radio.,Using a GPS navigation.,Talking on a telephone that requires the user to hold a receiver or microphone in his hand.,C,,"B,B1"
"You are involved in an accident in which only your vehicle was damaged. Are you obliged to remove it from the place of the accident, so that it does not block the traffic or pose a threat to other traffic users?",,,,Tak,2766_1.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you obliged to comply with the instructions and signs given by a person performing road works upon the order of the road administrator?,,,,Tak,30079_2.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What should be the colour of a flag that you use for marking a load protruding from the back of a passenger car?,Green.,Yellow.,Red.,C,,B
The actual total weight of a trailer pulled by a passenger car must not exceed:,curb weight of the car.,gross vehicle weight of the car.,gross vehicle weight of the car decreased by 40%.,B,,"B,B1"
"In this situation, does the parked vehicle on the right side of the road, not marked with a parking card, have to be removed from the road at the cost of its owner?",,,,Tak,30110_2.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You must not haul another vehicle with your passenger car:,on a motorway.,on an expressway.,in a home zone.,A,,B
At what maximum speed are you allowed to drive on the road beyond this sign if you are hauling another passenger car?,30 km/h.,50 km/h.,60 km/h.,A,30132_2.jpg,B
You are allowed to use snow chains only when:,"you drive a vehicle in the period from the beginning of December till the end of February, irrespective of whether the road is covered with snow.","the air temperature is lower than 0 Celsius degrees, irrespective of whether the road is covered with snow.",the road is covered with snow.,C,,"B,B1"
Can leaves lying on a roadway have an impact on the braking distance of a vehicle?,"Yes, because they may reduce the braking distance.","Yes, because they may extend the braking distance.",They do not have an impact on the braking distance.,B,30007.jpg,"B,B1"
Are you allowed to switch on emergency lights when you are driving a hauled vehicle?,,,,Nie,30020.jpg,"B,C,D,T,B1,C1,D1"
The braking distance is the longest on:,a dry road.,a wet road.,an icy road.,C,,"B,B1"
"After parking a vehicle, are you allowed to move away from it for no longer than one minute when the engine is running?",,,,Nie,30040.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What is the function of the ABS (anti-lock brake system) in a vehicle?,It prevents wheels from skidding when starting off.,It allows the driver to control the vehicle at the time of sudden braking.,It always reduces the braking distance.,B,,"B,B1"
Are you allowed to use low-beam lights and front fog lights at the same time during these weather conditions?,,,,Tak,30046.jpg,"B,C,D,B1,C1,D1"
Are you obliged to secure the vehicle parked on a hill against rolling down?,,,,Tak,,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to drive with daytime running lights switched on in these weather conditions?,,,,Nie,30065.jpg,"B,C,D,B1,C1,D1"
"In this situation, are you obliged to yield the right of way to pedestrians when in the traffic zone?",,,,Tak,30066.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to make a U-turn immediately beyond the informatory sign in this situation?,,,,Nie,30082.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you allowed to use high-beam lights in this situation?,,,,Nie,4002_2.wmv,"A,B,C,D,A1,A2,B1,C1,D1"
Are you obliged to use low-beam lights in this situation?,,,,Tak,4099_2.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to use the horn in order to induce the driver of the preceding vehicle to leave the intersection faster?",,,,Nie,30116_2.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Is it allowed to carry an intoxicated passenger:,"Yes, on the back seat of a motorcycle","Yes, in a trailer pulled by a motorcycle.","Yes, in a sidecar.",C,,"A,A1,A2"
You intend to haul a motorcycle by means of another motorcycle. How should both vehicles be connected?,"With a flexible connection device, in a manner excluding the possibility of its disengagement.","With a flexible connection device, in a manner allowing for easy disengagement.",With a rigid connection device.,B,,"A,A1,A2"
Gross vehicle weight of a trailer pulled by a motorcycle must not exceed:,"the kerb weight of the motorcycle; however, it must not be larger than 100 kg.",the gross vehicle weight of the motorcycle.,the gross vehicle weight of the motorcycle decreased by 40%.,A,,"A,A1,A2"
